,id,year,latitude,longtitude,wall_type,floors,gutter_type,address,entrance,gas_supply_type,living_rooms,warming_type,cold_water_type,hot_water_type,square,not_living_square,common_hold_square,living_square,base_addr,dist,norm_addr
11396,8022508,1960.0,55.84047,37.54469,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Новомихалковский 4-й, д. 3",3.0,Центральное,60,Центральное,Центральное,Отсутствует,2508.3,9.0,1754.0,2499.3,"4-й Новомихалковский проезд, дом 3",0.0,"проезд. новомихалковский 4-й, дом_3"
11481,7840936,1939.0,55.82211,37.50244,Панельные,5.0,Наружные водостоки,"пер. Новоподмосковный 4-й, д. 3",5.0,Центральное,44,Центральное,Центральное,Центральное (открытая система),3945.5,1299.8,0.0,2645.7,"4-й Новоподмосковный переулок, дом 3",0.0,"переулок новоподмосковный 4-й, дом_3"
13158,8644108,1958.0,55.74768,37.75791,Блочные,5.0,Наружные водостоки,"ул. Перовская, д. 5",3.0,Центральное,50,Центральное,Центральное,Отсутствует,3458.6,0.0,0.0,0.0,"Перовская улица, дом 5",0.0,"улица перовская, дом_5"
1119,8158636,1960.0,55.51281,37.57121,"Каменные, кирпичные",4.0,Наружные водостоки,"г. Щербинка, ул. Чапаева, д. 6",2.0,Центральное,32,Центральное,Центральное,Центральное (закрытая система),1872.2,0.0,302.5,1280.8,"город Щербинка, улица Чапаева, дом 6",0.0,"город щербинка, улица чапаева, дом_6"
14945,7598520,1970.0,55.69881,37.82084,Панельные,5.0,Внутренние водостоки,"б-р. Самаркандский, д. 13, к. 2",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4561.0,0.0,1636.0,2925.0,"Самаркандский бульвар, дом 13, корпус 2",0.0,"бульвар самаркандский, дом_13, корпус_2"
12286,7914372,1961.0,55.82531,37.76172,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Открытое, д. 26, к. 1",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),3037.8,552.0,0.0,2485.8,"Открытое шоссе, дом 26, корпус 1",0.0,"шоссе открытое, дом_26, корпус_1"
245,7569627,1968.0,55.58001,37.67495,"Каменные, кирпичные",5.0,Наружные водостоки,"п. Загорье, д. 10",2.0,Центральное,40,Центральное,Центральное,Центральное (открытая система),1558.8,0.0,182.0,1558.8,"посёлок Загорье, дом 10",0.0,"поселок  загорье, дом_10"
2666,8572639,1962.0,55.815,37.72527,Блочные,9.0,Наружные водостоки,"ул. Бойцовая, д. 22, к. 6",1.0,Центральное,72,Центральное,Центральное,Центральное (закрытая система),2613.0,25.0,341.1,2588.0,"Бойцовая улица, дом 22, корпус 6",0.0,"улица бойцовая, дом_22, корпус_6"
12609,8042085,1964.0,55.80898,37.82566,Панельные,5.0,Наружные водостоки,"ул. Парковая 15-я, д. 46, к. 6",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4494.79,0.0,725.0,4494.79,"15-я Парковая улица, дом 46, корпус 6",0.0,"улица парковая 15-я, дом_46, корпус_6"
13402,7718860,1961.0,55.73561,37.47684,Панельные,5.0,Внутренние водостоки,"ул. Пивченкова, д. 10, к. 1",3.0,Центральное,59,Центральное,Центральное,Центральное (закрытая система),3085.6,530.4,0.0,2555.2,"улица Пивченкова, дом 10",0.25,"улица пивченкова, дом_10, корпус_1"
5641,7602462,1965.0,55.62911,37.66794,Панельные,5.0,Наружные водостоки,"ул. Ереванская, д. 4, к. 3",4.0,Центральное,78,Центральное,Центральное,Центральное (закрытая система),3541.1,72.4,18.0,3451.5,"Ереванская улица, дом 4, корпус 3",0.0,"улица ереванская, дом_4, корпус_3"
13100,8059175,1964.0,55.65918,37.5855,Панельные,5.0,Наружные водостоки,"ул. Перекопская, д. 4",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2562.0,0.0,0.0,2562.0,"Перекопская улица, дом 4",0.0,"улица перекопская, дом_4"
11953,8022150,1964.0,55.85411,37.51141,Панельные,5.0,Наружные водостоки,"ул. Онежская, д. 35, к. 4",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),5435.3,0.0,1932.5,3502.8,"Онежская улица, дом 35, корпус 4",0.0,"улица онежская, дом_35, корпус_4"
14036,8100568,1960.0,55.82097,37.52354,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Приорова, д. 22",4.0,Центральное,64,Центральное,Центральное,Центральное (открытая система),11869.7,925.7,8221.7,2722.3,"улица Приорова, дом 22",0.0,"улица приорова, дом_22"
12284,7719646,1964.0,55.82845,37.76025,Панельные,5.0,Наружные водостоки,"ш. Открытое, д. 25, к. 14",6.0,Центральное,120,Центральное,Центральное,Центральное (открытая система),5141.8,0.0,0.0,5141.8,"Открытое шоссе, дом 25, корпус 14",0.0,"шоссе открытое, дом_25, корпус_14"
1097,8043908,1966.0,55.50252,37.56713,"Каменные, кирпичные",4.0,Наружные водостоки,"г. Щербинка, ул. Спортивная, д. 5",3.0,Центральное,48,Центральное,Центральное,Центральное (закрытая система),2826.9,0.0,780.0,2046.9,"город Щербинка, Спортивная улица, дом 5",0.0,"город щербинка, улица спортивная, дом_5"
